user_id,album_id,rating
14,1MJKFqcJOhG3mPiIZTW5FJ,2
304,4FVpy0E0HC8sB6iwkay83l,1
238,10pRUvRQx8YHapMkErAKhU,5
150,70Tc90KNSOgd2edNmcnywP,5
39,3DMB0Fpghxh2bmFdwYlcTx,3
412,1GOP27zmheeTg2XTayk7wM,2
37,5xWHpvPaBCsHFgNlmVPBVo,4
86,3S3e4RmL6NcG9q0oy9dgF2,5
289,4ijVX7kOuJrS8Qvhwq9CHs,4
216,4VQANf1X7ayOMh01hZrOqA,2
198,6GIzuf7MvQxxtdCsFhQ2yd,5
497,18Rt4272J5ngkGAWUtWBzk,4
346,2zns9yJ2cefpmQCCGWhqw0,1
85,1iQv8k934dHiFUVQpuopvh,5
225,22od4r3NFnDav1In9Q0drT,1
31,1xa70uOS3Rvhw7hGG2WNq8,5
431,1BiCpFIZNYSwWQSJ9zUvBY,4
256,2ZVFw4fVhdL2KeQtH1Vvyo,3
363,5pMHHlwCAkV2twGPPhcFic,3
29,40HcAAFJrdh2NmZ9PuqZ4o,2
36,7lar5R9KFB4Uhi1SlK2Cy8,4
235,3fhVxAICSExkRzzb5vznU7,5
20,2mlSzgBSVYBRuqLYhjAHlE,1
291,4TdC8cGW31bQ1g5goPWTOB,1
202,4SRQOwZjZSNBXg82W5300T,3
311,191mlHizf5wtT6KLL0PM0k,3
65,6AKRsID7Brc40bqc7SUPiG,5
136,0T6RjvbctbEWNRu4WFaW9o,2
300,3KOeWK44fBI3sgOkeOSkcj,4
84,1CWhzRWqyhXxphngsUzd2r,2
229,0w7UvkamBjsPAw2XAJQYD1,3
108,50v08L4ZjPhgdqKVMYroAS,1
16,1pIvohcyhClJGqNGLCGdEY,4
322,507XChGhYcVQYy05HJAfqB,3
40,3wjYEvlXtbsBn5oDovqrhT,4
204,1a4kOPhrFpErpvszAtEOkg,4
373,1D8e65lWzerAFbnHeWSJzt,3
401,2rtzV01s5ZjzgEn5YM12kU,4
29,0hVIy4lISK18X5wq1jlyFp,4
121,2XKdhvY2je66e7NltJddAw,2
491,323z3XrE8hHlwiW7eV3TQ9,5
290,4XSb1QQshg32irC3tU64zy,2
495,2avPXQS1CVRvMrBQGjmtdF,3
283,4pNv4n7usN89Rj9XBu4zvp,4
153,6iT6pFFvwiQRUWPVZ9TTXX,3
307,1CWhzRWqyhXxphngsUzd2r,3
317,54Q62uwo1ETs91vTopmG65,3
190,31l6UDyD6D8j6wJ2EVBoEh,4
161,4dKfTtKiAywV1XRWAQbbl7,5
488,035c8QoR1eEQOhJe2osTXw,4
116,7voGEuv22nGpZloNiLSUAk,3
304,3J26vUIjIRtLumxfQRWZ2t,2
409,6GIzuf7MvQxxtdCsFhQ2yd,2
241,01uGFpuz7MD4WTwkg9BQSk,5
355,3Ko0ZvOxe4Thkso3a5LoQn,2
458,68bTL3nrVFkd3CexwKcMxH,5
187,0fAJyr2ucbjCQOStxqftRF,2
309,5EWlZmzmBO2HUbQPLuOMWP,1
183,5DVPqLBi3PMccaIV79YzXx,1
350,5DQBhaszztoMUcTrM8edCH,2
376,6Lra8G7kkBD7QtZjtNjDdq,1
161,739v9Lf7NdFkyrG0e6Pgs0,4
249,2u8JgtTcadGNEab2oW7Vsl,1
8,4dmSOl6DD58N4qNY85gMYg,1
457,0924327jhhMIKxNNLP3Vbz,1
168,1XugE3dbDDfPlqNoyZDaih,4
50,4ya3Oms1kx7H2RQ81qfb6W,4
365,0XvpPRfMelu68wm2k0SwDu,2
175,0pfGSeWmQiR7H4Eq1ZBdUd,4
194,2QVidntx7L5egpJdFIBKaJ,2
30,5wg8p1W1c8nwc6m5CC7CeQ,5
143,13epTaC8er1te8fttpZe9Z,1
444,4r8YQsEWl9rHyn8yUG1f58,3
335,22IpxLPOTIc1xvH8LTvvmM,1
230,3KOeWK44fBI3sgOkeOSkcj,3
112,0JnVpeph8jNlVz4ZSR9ePg,3
62,5GlI3xKlfihYKjeylpTeDH,5
150,5LluJEi3YEv9DTS2JtbdRV,5
50,4lOFaJcRa4UnUShmYgazlZ,2
174,1mGAOYm3PPRApnPZAK8g4p,1
489,2wuaLlrdZwmlDuZnaa10WZ,3
316,2vRI86jvOVjO7Y5eSoSaCt,4
55,1UeEacPXRdyUKzIVMkNBcm,1
129,0A7gZzymg7ujKW5E9MUq9S,4
290,2rUJQxO4fYs9MTiDmICphI,2
434,4hZ55kmzvjqWRDnAT4Qs4p,3
244,4GJ4mBCNWNrALG4TxUjQAL,2
14,3qMEAOTKltKyWdTH5xEN0z,4
119,2KdWZSAruwDlRmdqCsVveJ,1
44,6k5He4ZpJHeyNkP3uvZjro,3
75,7rz61rFtNxleHCKDRFrQod,1
429,0Jdq1sai80Nk3op4xu7ms5,4
242,35KzMMMWq5sTc6EukdnVNt,4
249,6VUDA9aAUUgn42CcUc1anl,4
248,0PlmHtAvG7touznJyjAweB,3
149,4TdC8cGW31bQ1g5goPWTOB,3
179,1xa70uOS3Rvhw7hGG2WNq8,3
63,4XKbbm14qkwB4Cax9dKAwN,3
358,4ckyuZG02hUcChgVL2NSEx,3
39,72OVFvl1CXFajPyM0akrji,5
190,3KZzt8aPOiQk2R7h3xjZ8m,1
61,6LYKje4mH8ttSXlUCo6pLn,2
110,1SmIbetMFQ0hUog0PdXwKu,3
446,7LNYziP2mCyG0XgWwHHgUU,4
426,51VQVRu0WzFaSLGhPzz8B5,1
161,05szRB6r4p6IQkxADIL10Z,4
357,1fw94snq18egPQ1C7ScEdO,4
212,1hpnHqKlhQKKZ97aEA6QOS,2
273,7M3iS0x0Yjgi4Bm1GS6bMc,1
381,6Z4svulJl0ZvzIEnIqWuLc,3
35,3Zsr8uXpKNGzfYGAVAJbHH,4
235,1Tu3YbQkZIi75kghMzKnph,1
137,520dBQ40Urex0VTlbqOHez,4
91,2WATrpIPvtgmByc8MrIuHs,2
312,2rtyOIpq7AFOMCWmiHLjDK,4
240,6jOwNt5yQHf5YdUHaOPk0K,1
176,7a5F0NfM9g6DXkDhSvKnHp,5
496,2PCEQ8mGr53XCnN6SaR1X6,5
66,2DTOBVP07WkqhDMDuwp3i8,4
70,73jABj1cRUbRctcW99fwuC,4
28,21DUAnqDLcGadjJS7pnN77,2
381,3aHCxBggvUbPBNnYw3dJ95,1
12,7hCvV691hA5fFf192uXBMh,3
436,1fw94snq18egPQ1C7ScEdO,1
480,1A5C4Qpo29Cj6DwuBu3oqD,4
27,6UGjgiAGSNJG4IpVy87Krc,3
383,20feqN5mAURjtUVS6aTp2x,4
25,18kcbpwVfhjrIcVF7ufNjl,3
147,48HZw4tiPsJH8YvXlyC6XV,3
115,2rtzV01s5ZjzgEn5YM12kU,2
94,4yH8NRfAKrgFAgk7PpYBHT,3
86,0JnVpeph8jNlVz4ZSR9ePg,3
96,5B4EkYx9MNlU2PMGb4aGts,5
208,0t7q7u2tYY7OFLKnwGGHNf,3
344,1SRVcT7xqdqvKtiLQCMOfR,3
131,6i8LgPTzxU9e4TdNXLhj8s,5
17,1IFM7e6NG0jTlSR8OIEvaN,2
457,4jyDiRaXamZWZoSsLTPdLz,5
32,30CYW2MtrHMHU2kd37GBRr,2
248,1B7bxvM3YpxwpxBwxqezx1,2
21,4OblYooVfDz3bKM41Pv6Xo,2
340,0271RxQUOvGoRMM5ST0qCt,3
258,5LcnGQB2HzsatqyIWnaY67,3
409,7swbUgbUCsocHH6zDQRFjC,5
54,2xJfnRVPUmqIGzs0GkdvHh,4
216,6i8LgPTzxU9e4TdNXLhj8s,2
360,5u1KDG2lsuswqli0UTkCSo,3
397,42Yajhzi7i8E0UPdZPGmQM,2
131,40HcAAFJrdh2NmZ9PuqZ4o,4
497,0XvpPRfMelu68wm2k0SwDu,1
227,4qC3qYShJULVLztTOL0xIn,2
292,13gwNRnm45dZPPmTF0DkZD,2
120,6DRahKUOanoJ8CtIjtrdxF,4
232,6DVUW6B1Cv6UwuRd0wREzd,5
33,4wthqWov3gQS1ehfQTZogB,1
319,01bhmed7iJq09MHb04n0Vw,3
300,2u8JgtTcadGNEab2oW7Vsl,1
153,5Q11yRDTnzxiV3VqNfn0Ae,1
260,7DDIBg2d81JRe7gIxsBvHw,1
125,3cdOJDbnLyGs7iKJ6cWwQt,4
268,1UEV360TTJY1gAK8YxG5il,1
7,2SlWC16IPeF0D7RZlwV1fJ,1
158,3QPyLBP9AV9HVqpoSLj4aa,5
144,2gawdvySa5Uap4bqZAtXct,5
251,28gWr34kV7lyDh4nrZyEpD,4
89,2EO9JV35FSXoHEMFpkA9U0,2
193,5H1AMKr0A35J7EQPu1SSY6,1
346,5KaNHH8kMiZophJj8XgxY6,2
488,6vcwr7BwWQDMK9yVcVfnFO,3
228,5afiP5jz5uBH7ObOleUYBv,4
292,50BcDWfSoT1Ir3hSlBkFIZ,2
173,0iYIFJzdBNohLHQ0XkOJ1P,5
265,11A7hOvJVq61MAEAUthMKc,1
285,4ijVX7kOuJrS8Qvhwq9CHs,3
179,3BYXXRjKND6tBFO5uY1Eli,3
365,1i93n4Lhql8dUvi6Q4e6xi,3
173,2lwRJ0rKiBSvtUUqNIbHe4,1
9,6zAPX0ImeGCuaKmuTmIg2I,3
466,2eYEtoOVdhNRcfd7da8BXR,5
386,6K0MZJHyWjdX7m86TLJz8H,1
334,6wDZh0YuaFbynCi6cAtNTz,4
273,5jZRI5Jkaf2uwRILD2JaJQ,4
227,45CHgiaDQf2QJ04O9EPifR,2
437,6q2T5xXao6mTS6LLE88L84,3
257,5bcqX2ISOyQ8HLJiaXdEpu,4
187,0DF1HxmUidvNYMqVodInyX,4
66,6AeKtket3fPKcpcjGqsp1x,4
433,5WpoimlwXcaexUbiNJotK0,3
495,507XChGhYcVQYy05HJAfqB,1
222,4ya3Oms1kx7H2RQ81qfb6W,3
339,4vRRuiLYr8CpGrOCcmFtW2,5
376,4AylaPEFxVC3TYHFIj4EZE,2
19,7Cpk67Q34OIgperUVq1VFe,3
345,3Qfum7DgVOwsBraOPN2gf3,1
206,63jKkc0NZd7TmEg7W1gvSb,4
106,3hYYh91dfzeqHhiBfh6gJc,2
211,1awx4JAv37Z5TTrwyV0zdT,3
493,2F4MkInxGWhlbwVrN5J5Yw,3
339,4jE0JNXJ2H3UdhoYBeu8st,5
214,69hQhb9HAQQ4V0RJP3pP6O,3
309,7fjYammoVNHUls9P9ghLSe,2
144,2ew2lZgtVOtvRpfnvxvKbd,1
151,42g89zmu9c2Zh5gZbnLEkn,4
208,6r7judxVxuABrzdTYhNQCr,3
270,4rSzi5W6X3qAdvyCKUyLnD,5
233,03d0K1oJ8PDxb7boLANIGk,1
123,66G3bM5rVRASI1trqxmaCz,4
416,2CWa1E0VlYS1IPlNkKVxHE,1
22,5evhDHxsjxwnoVxLZh0M5y,3
469,5OVgz4pUQp7Rmok0EFMDGy,2
14,6gktlYMzbkL59ChcJnbv55,5
218,4dkBHlzgRybOHJ7XZ9bfVc,3
255,4dWV0RlZyQa2GBy788e4d8,4
499,3xTFWZbAl0pjMToNWgJ3DJ,2
156,1lQUgdzE82a3HwluEfp9ar,5
323,0QabyJfDiW2YT3NBk9CV4z,3
399,4ZJBFzlnS10Ha63THobZpp,1
95,67YmQao4hIEoQ2mW5TJpOI,3
310,6kpMcMKLAdabE4jcQtblMV,2
402,5AeNnlCemS0gmbGDsgiSHp,4
488,7LdCAaKLMIn4BOU7P6YTA2,4
338,1cyvqhARBSAWSGlVtASOaK,2
139,25zZ4pYGCO2ngTkJHhSfA1,4
408,4dWV0RlZyQa2GBy788e4d8,4
28,63JjKenE9GL0CDP1amQ2E8,3
462,0MOsoNmInbFOFLGIYhT9mz,2
151,48sQU8NePYmQuX0XKDWfoD,5
40,59li0pccYZRzoYafCk8rRW,5
291,1UEV360TTJY1gAK8YxG5il,4
462,7Ee8jueHAFrpk5nFMif5n2,2
394,3vNP8NqIbUozgG6CP7Oc1t,2
182,5KaNHH8kMiZophJj8XgxY6,4
190,3njBvb2c23qfPeLshGOJHR,2
59,5erRv00mVgSnShR5mVVn6u,2
477,5ClUHb0gMSBZeyJeQUCjSM,3
163,7goVKBKY8ovp6KMchBjMhe,1
390,4Vl861p4TTRyAtU98SHSDl,1
64,5B4EkYx9MNlU2PMGb4aGts,2
103,78WZv821g0K0e3qBiOWb8c,4
33,6C6TXVUW69DQISdedPBpqs,4
312,5cCOODGojQjYVBCLt5Wuvs,2
403,2nbrJnnNCP6kNuoBeIxOpJ,5
193,6RndyIU7UwsPeBC8hsAgV7,2
204,5RrRg6vgOY72sr8B2MZogO,2
132,7JVESNW1ObajH9JS7AyaKX,3
12,26OO6cddwVdokYXEdthTJC,3
407,6iVtF6X8IqLk5G3CkZAw6g,2
76,1usjSn3teuh6mXrIeLYlte,2
460,1ULdiJKDM7kAuUo3b4rubR,1
423,0pHwjLvylq9ZcSeoKUEtkV,2
489,7qt466wfviXnWfbOOpb0ez,3
493,6LYKje4mH8ttSXlUCo6pLn,1
243,3ySE3qCDAvNftB7BeaFj6k,2
226,578anNNTJXxkvi8rTXVS94,4
378,7indhC6bO0ZcI9OtcHbvG2,4
142,4hVMdSuWj4w5o5jCND08cH,4
382,3AHNKKnwqGRnJlZBDrAoJl,5
87,5XwLsVTnjGgCenvwjMxPYS,5
410,5DQBhaszztoMUcTrM8edCH,1
341,1lQUgdzE82a3HwluEfp9ar,3
173,39zwfYU5YFirYZ5pJT3gQ5,4
215,1A5C4Qpo29Cj6DwuBu3oqD,4
92,0dtknt7R0Ju8EPlI2zfdBT,5
243,63JjKenE9GL0CDP1amQ2E8,4
159,5E4GweRYLjv957xsMCj8qP,1
37,3jFbSsUzSbmweuIrHSjUa2,4
332,6QfZxzaoAAIuWFnq1Rp1mn,1
258,5YF7QXe4JyWQ88aZOxxvZv,2
96,4cQK5Ri9HCAyGPWI5aqXme,4
300,1uMx17RFMy0oFBESch5bGl,4
301,3iBVoZpLCAdX53kyAnF3o3,3
109,1zGUGE7cBHwK6hnfJy6MSZ,4
460,4vWBG8IykGvCoWBqNSsxxe,1
225,2w53FSdIGCe9xjNXudGU2Y,1
466,5GlI3xKlfihYKjeylpTeDH,2
237,3YtdCDZ3VPyTQWsVHkgN56,5
142,5swAlbCygApOLhgpcTGNNr,3
190,7MQTYiQpbqDjSK5BJztt9d,5
156,1H9mWvC6UsNw7V1GEGIWGz,1
214,11A7hOvJVq61MAEAUthMKc,3
331,6VQZ5ZkIe5UNWhlqYBXQd7,3
13,7gexcyvVXa585GUYGHtgzk,1
457,2hMgtSwuabFeFBy4vwrJMh,3
376,5YouEmWgCt15QTYqOVkved,4
481,4JXT23hddya01seT8NJ2Fn,4
500,7LdCAaKLMIn4BOU7P6YTA2,1
127,7JxPDLhtRTKvI5rGSTtw36,2
471,2DTOBVP07WkqhDMDuwp3i8,3
458,7fQi9yScJRexDHAF2GTSPz,4
347,0TDQz9X985QSLLzG5lfGcy,2
386,5P2e8SjBe6ic5tBr8HXsbk,5
131,5xzzahKvu6NMSNUvZDv5YP,1
125,6SPAV0a9Z7ukZx6vIdDgAI,1
28,6fN8ibsccY4VocfAMOyE54,5
167,4a8W9gbyDcMLOtdilfhLae,3
130,5aOhAwaOVA8O2CXdwdJ40A,5
454,45vieIPyjd1iHLsl4jYT6r,3
112,6SKHwcLQYyrHSnbtkHBIfv,2
155,407VLgbQByZChwznkafVe0,4
461,6CpPQkvBmthJC08DeeCsD9,3
143,3q7y3RZUuMhm4CaswW1shr,3
117,7xOzS9Jd0YICAqxth9y9O6,3
294,4vWBG8IykGvCoWBqNSsxxe,4
157,61aYzLFPR0WoOwDdHXfNrl,1
216,4NTeds4yEDWa3ahy0rCm28,1
14,0acRJhHsPADblOCu8ldikx,4
343,04vM3ZGVUI2dVffKJgjIDu,1
51,71Ravgw6r61l9x2QgOoFo6,5
473,1TgfqHxmjrwp4Z9MHdJ1qo,1
137,3Qfum7DgVOwsBraOPN2gf3,1
449,7DM7cQ309VuFyTH0GlQrm1,1
253,00pf768Lxhe3A114qv6YXb,1
284,1NIYXTApEapYt4hVyLtO1q,4
310,6KFw5a2HBWpVxH5pldbQYA,3
258,06eO3skNobG6zOM74Ijd9t,3
230,35K7scwWTk8OyWUbLx93lR,3
307,7KBRda32pFITpcxTgm9pG3,2
54,39mGHCDHjq8we34PRfsywa,5
10,285Vg9ND3Rg8zlSv1bW0r7,5
23,126sbiG310ykVmmFgj7ufg,1
439,1cyvqhARBSAWSGlVtASOaK,5
444,40zJUSwVzSbYKUuPOXtujx,3
470,0iX0WpDv9Eu6m6ENBeByMr,2
298,2UZcRkdBbBVYsiSs2VQrfj,5
414,2O0wlNH8v0gpWYGIQChEfy,1
220,5fOdoU05Zpb4HIILWZr8xj,3
403,54jLzQVq4AFZ31jxw2ec5g,4
208,5xFf8ICTAJecdvKTHfvb7Q,4
147,0GFlaK0Czy455cd46zEqYb,5
332,1fw94snq18egPQ1C7ScEdO,3
426,1B7bxvM3YpxwpxBwxqezx1,3
282,6kpMcMKLAdabE4jcQtblMV,1
38,5xFf8ICTAJecdvKTHfvb7Q,1
390,1DZT11IITL2VeY2gUyk0Id,5
218,6G5Ch57U2IHrSswjqPdAIU,3
31,1KMAmVHMElnMqjjqXHdfaQ,2
187,3SKnmWu9aJYDLq83nG7MMs,5
179,6hXNlAIJGJVZLMDFkXTPGT,2
8,2rUJQxO4fYs9MTiDmICphI,4
237,5vcSsjrgeSZKzOmkaJwuCn,4
192,197V6axnCMv05Oz7BgIOdf,2
70,3KZzt8aPOiQk2R7h3xjZ8m,4
327,3sIW6i6bES9R4F4vcPzPwr,2
104,5E4GweRYLjv957xsMCj8qP,4
113,6Ng3QvduyspaCkI4UGZJh6,5
405,7IvkXL3cjQtNylpZ0oyZFp,3
71,5LjQKIZxhSLo6t617BfTgL,1
7,1SRVcT7xqdqvKtiLQCMOfR,1
231,7pAKIVVg40Odnql3uIlaNI,1
95,2UVbnM8HmP9hHalrM3SPhu,1
406,4rUByuKE27ptQmXgfOxbfY,1
198,1JCJM8PNAy18IITnjVyrDc,3
489,3bhigQWtqvxmyrQBpe0aio,4
167,3vIadYbtEHDfmHA2R2XV9e,2
117,4vRRuiLYr8CpGrOCcmFtW2,1
152,4SRQOwZjZSNBXg82W5300T,2
245,4uV9oBFG04EhG1aeOR10qr,2
284,43jOqV0EBRaHXgXR5y9hfF,5
43,6TAZVNK4jftkzHndCtBXul,2
24,6AoahPbayoYdTZjgUEAwEL,5
182,4kvq5tRFAK43xh9ZRe3zSr,2
330,2UofLOpZ5gfJhwa1O8bfFZ,3
189,1Tu3YbQkZIi75kghMzKnph,5
338,1DOH3Q0MTLB4ZAFKPtXKM7,4
482,4vP7AZDDzhd9JVerVZ3p7Y,4
312,13epTaC8er1te8fttpZe9Z,1
263,4cWRQMCgEADZHa6sy4y8LN,5
177,3PvOdS1DUvipRkkdWjogUl,5
372,1vm2IzxKoX2w4Tdavme71q,1
379,20OqzvfOdRBEOxor5yLP2a,1
335,49hRUdRrMc5I09P2xtULsU,1
304,3e0eLes8NA3MmOgOJnVrQ4,1
247,7wZlZuVkrinemYry1jEo37,1
256,0LQP2497uSEJHPLrf3E83F,5
495,3wlM5Xg6Y31oVHyunXuH7D,1
206,21DUAnqDLcGadjJS7pnN77,3
388,5yYtkAScW5su91YedvXRgK,4
64,35KzMMMWq5sTc6EukdnVNt,3
391,35K7scwWTk8OyWUbLx93lR,3
179,6CxUXQkoYYL1Cu6vO7J3qk,4
216,6PUoMdWPvDeXubaQVOJAJC,5
98,5kwjqQYhsVBtQIou1do0TR,5
30,2Dff5gFcOPm3ukbm6kpWuk,3
249,1IbnTEbagx4zHu25rORDyb,5
60,7wZlZuVkrinemYry1jEo37,3
456,0DugZtHY7vxoRxL9IPqcEu,4
14,70Tc90KNSOgd2edNmcnywP,2
83,4JiApgsVyV05sg48I9KOcL,1
417,2AAxfml84o98246qtiYf1j,3
254,25zZ4pYGCO2ngTkJHhSfA1,2
117,4UpBHBLZApQx7Yrh5m5YPS,4
35,3qcREWtVHmnC8P4RcGWjKM,4
295,5wgUNOA07J2dplDqJHvjQW,5
48,4LHf80tOP06zwJqL1dZiQk,5
278,7qt466wfviXnWfbOOpb0ez,3
105,3Qupk9TKc70cuo680iwDya,2
464,1sS3iyYXifMpsFNGOAM6pL,4
181,5IoAbyiKj6ML3L1cA2L0iA,4
